time,l_thi_x,l_thi_y,l_thi_z,l_kne_x,l_kne_y,l_kne_z,l_tib_x,l_tib_y,l_tib_z,l_ank_x,l_ank_y,l_ank_z,l_hee_x,l_hee_y,l_hee_z,l_toe_x,l_toe_y,l_toe_z,r_thi_x,r_thi_y,r_thi_z,r_kne_x,r_kne_y,r_kne_z,r_tib_x,r_tib_y,r_tib_z,r_hee_x,r_hee_y,r_hee_z,r_toe_x,r_toe_y,r_toe_z,l_mt5_x,l_mt5_y,l_mt5_z,l_mt1_x,l_mt1_y,l_mt1_z,r_mt5_x,r_mt5_y,r_mt5_z,r_mt1_x,r_mt1_y,r_mt1_z,r_ank_x,r_ank_y,r_ank_z
0.1,0.14705575561523437,-1.05323095703125,0.6813924560546876,0.15705857849121094,-1.08474267578125,0.4780376281738281,0.1359447784423828,-1.1146177978515626,0.31568112182617186,0.1631368865966797,-1.1221385498046874,0.06043370819091797,0.21300775146484374,-1.1686138916015625,0.012658110618591309,0.16293049621582031,-0.967848876953125,0.023394527435302737,0.51371875,-1.0146461181640625,0.659252685546875,0.5041380615234375,-1.0531094970703125,0.4642073669433594,0.5312274169921876,-1.1013948974609375,0.31545486450195315,0.4642451171875,-1.1743104248046876,0.01760604476928711,0.5293645629882813,-0.977592529296875,0.02709678649902344,0.12002198791503907,-1.0163993530273439,0.014050769805908204,0.20723594665527345,-0.9669417114257812,0.024296674728393555,0.5686544799804688,-1.023337890625,0.016193029403686523,0.4836419067382813,-0.9723563232421876,0.027780487060546876,,,
0.11,0.1470367431640625,-1.053235107421875,0.6813148193359375,0.15687425231933594,-1.0846732177734375,0.47809051513671874,0.13587506103515626,-1.1146453857421876,0.3156803283691406,0.1631470184326172,-1.1221690673828124,0.06047818756103516,0.21301156616210937,-1.1685648193359375,0.012681791305541992,0.16298313903808595,-0.9678849487304688,0.02341259002685547,0.5135858764648438,-1.0147335205078125,0.659244140625,0.5040802307128907,-1.0530899658203126,0.46434262084960937,0.5311710815429688,-1.101389404296875,0.3155414733886719,0.464179931640625,-1.17429248046875,0.017636157989501952,0.529265625,-0.9775423583984375,0.027046024322509767,0.11996385955810547,-1.0163445434570313,0.013987631797790528,0.2072779235839844,-0.9669015502929688,0.024262092590332032,0.5686957397460938,-1.02328564453125,0.016233423233032226,0.4835880432128906,-0.9723646240234375,0.027808332443237306,,,
0.12,0.14697105407714844,-1.05325146484375,0.681324462890625,0.15690390014648437,-1.084678466796875,0.4780536499023438,0.13579244995117187,-1.1146060791015626,0.3157003784179688,0.1631407470703125,-1.1221922607421875,0.060450618743896484,0.21300045776367188,-1.1685710449218751,0.012660822868347169,0.16302548217773438,-0.9678268432617188,0.023418869018554687,0.5135185546875,-1.0148384399414063,0.6591710205078125,0.5040054626464844,-1.0531785888671876,0.46426043701171876,0.5310449829101562,-1.101393310546875,0.31546463012695314,0.464289794921875,-1.1742823486328124,0.01761626625061035,0.5293779907226562,-0.977592041015625,0.027098138809204104,0.12009832000732422,-1.016385986328125,0.014022647857666016,0.20728298950195312,-0.9668143920898438,0.02423903846740723,0.5687645874023438,-1.0233086547851562,0.01623349952697754,0.48358084106445315,-0.972366455078125,0.027793270111083984,,,
0.13,0.14682254028320313,-1.0532081298828124,0.6813796997070313,0.15689735412597658,-1.08467041015625,0.47804275512695316,0.13578646850585938,-1.1145987548828125,0.3157198486328125,0.163115966796875,-1.1221553955078125,0.06043140029907227,0.2129936981201172,-1.168558349609375,0.012714789390563965,0.16294563293457032,-0.9678389892578125,0.023429798126220702,0.5135304565429688,-1.0148615722656251,0.6592083129882813,0.5039422912597656,-1.0530850830078125,0.4645031433105469,0.5311137084960937,-1.1014815673828124,0.31547021484375,0.4643306884765625,-1.174197021484375,0.01753306198120117,0.5293389892578125,-0.977584716796875,0.02711208534240723,0.12000772857666016,-1.016398193359375,0.014032328605651855,0.20722015380859377,-0.9668787841796875,0.0242891845703125,0.5686924438476563,-1.02323486328125,0.01631843566894531,0.48376098632812503,-0.9723505859375,0.027754682540893555,,,
0.14,0.14679515075683594,-1.0531846923828125,0.6814531860351563,0.15679566955566407,-1.0846322021484376,0.4779971618652344,0.13576759338378908,-1.1146103515625,0.31559912109375,0.1630738525390625,-1.122191162109375,0.06045089340209961,0.21301565551757812,-1.168588134765625,0.012709312438964844,0.16297784423828127,-0.96779931640625,0.023404289245605468,0.5133724975585937,-1.014845947265625,0.6591510009765625,0.5038981628417969,-1.053089111328125,0.4646002197265625,0.5309977416992188,-1.101342529296875,0.31560330200195313,0.46419705200195316,-1.1742867431640625,0.01759840202331543,0.5293912353515625,-0.9775875854492188,0.027095781326293946,0.11999588012695313,-1.0162882080078126,0.013976418495178222,0.2071439666748047,-0.9669151611328125,0.024229835510253907,0.5687232055664062,-1.0232645263671876,0.016302879333496095,0.48362173461914065,-0.972351318359375,0.027845909118652343,,,
0.15,0.14673190307617187,-1.0531541748046875,0.6813042602539062,0.15671748352050782,-1.08463330078125,0.47798724365234374,0.13566961669921876,-1.1146429443359376,0.3156186218261719,0.16302072143554688,-1.1221649169921875,0.06042949295043946,0.2129805450439453,-1.1685810546875,0.012701034545898438,0.16299046325683594,-0.9677938232421875,0.023434160232543945,0.5133221435546875,-1.0148135375976564,0.6592064208984375,0.5038923034667969,-1.053222900390625,0.46434066772460936,0.5309038696289062,-1.10144287109375,0.3155547790527344,0.4641766052246094,-1.1743145751953126,0.01764858627319336,0.5292742919921876,-0.977535400390625,0.02711204528808594,0.11998884582519531,-1.0162849731445314,0.013957069396972657,0.20710548400878906,-0.9669542846679687,0.024227602005004883,0.5687275390625001,-1.0232799682617189,0.016287078857421877,0.48362506103515623,-0.9723464965820313,0.02783668327331543,,,
0.16,0.14658099365234376,-1.0530987548828126,0.681392333984375,0.15660643005371094,-1.0846105957031251,0.4780794677734375,0.1357372589111328,-1.11471337890625,0.31545111083984373,0.16302105712890624,-1.122166015625,0.060431407928466796,0.21294248962402343,-1.1685931396484375,0.012732025146484376,0.16301968383789062,-0.96782421875,0.0234112606048584,0.5132410278320313,-1.0148883666992188,0.6592557983398437,0.5038420715332032,-1.053188720703125,0.4644665832519531,0.5309092407226562,-1.10144677734375,0.3155453491210938,0.464235107421875,-1.174271484375,0.017592033386230468,0.5292871704101563,-0.9775261840820313,0.027095775604248046,0.12000247192382812,-1.0164047241210938,0.014069998741149902,0.20710879516601563,-0.966915283203125,0.024221784591674806,0.5689755859375,-1.022793701171875,0.016605371475219725,0.48362432861328125,-0.972348876953125,0.027836650848388673,,,
0.17,0.14653189086914062,-1.0530987548828126,0.6813960571289063,0.15652789306640624,-1.0846322021484376,0.478095703125,0.1357379150390625,-1.1147235107421876,0.31543228149414065,0.16297354125976563,-1.1221717529296875,0.06049044799804688,0.21297640991210937,-1.1685794677734376,0.012715681076049805,0.16297157287597658,-0.96778173828125,0.02341564178466797,0.513251220703125,-1.0149197387695312,0.6592063598632812,0.5038529357910156,-1.0532265625000001,0.46442507934570315,0.5308754272460937,-1.10140771484375,0.3156649169921875,0.46425460815429687,-1.1742081298828124,0.017684059143066408,0.5293175659179687,-0.9775576171875,0.027100656509399416,0.12000782775878907,-1.016398193359375,0.01403232192993164,0.20715737915039062,-0.9669638671875,0.024225730895996094,0.5688572998046875,-1.0231236572265625,0.016363531112670898,0.48361663818359374,-0.9723524780273438,0.02784041976928711,,,
0.18,0.1464394073486328,-1.05306640625,0.6813483276367187,0.1565400390625,-1.084560791015625,0.4780726318359375,0.13560424804687501,-1.1146507568359376,0.3155321350097656,0.16300762939453126,-1.122138916015625,0.060382137298583986,0.21296357727050783,-1.168572998046875,0.012744416236877441,0.16297113037109376,-0.9678031005859375,0.02342511749267578,0.5131554565429688,-1.0149057006835938,0.6592175903320313,0.5038002929687501,-1.0533236083984374,0.46434732055664063,0.530873291015625,-1.101477294921875,0.3155780639648438,0.46431884765625003,-1.1741995849609375,0.01768070411682129,0.5293532104492188,-0.9775787353515625,0.027104759216308595,0.12002062225341797,-1.0163993530273439,0.014048667907714843,0.20708729553222657,-0.9670364379882813,0.02419447135925293,0.56903369140625,-1.0227435302734376,0.016595672607421875,0.48386322021484374,-0.9723126831054688,0.02772860145568848,,,
0.19,0.14638438415527344,-1.0530635986328125,0.6813699340820313,0.15635162353515625,-1.0846431884765626,0.478099365234375,0.13559835815429688,-1.1146563720703124,0.31553030395507814,0.16298442077636718,-1.1221472167968751,0.06046873092651368,0.21297749328613283,-1.16857275390625,0.012717905044555665,0.16297328186035157,-0.967797119140625,0.023397878646850587,0.5130711059570313,-1.0148661499023437,0.6595203247070313,0.5037586669921875,-1.0533175048828125,0.46443637084960937,0.530890380859375,-1.1014366455078126,0.31561798095703125,0.46427307128906253,-1.174164794921875,0.017709617614746095,0.5293646240234375,-0.9775066528320313,0.02704776954650879,0.12001666259765625,-1.0162180786132813,0.013926767349243164,0.20719505310058595,-0.9669835815429688,0.024150117874145508,0.5688472290039063,-1.02311474609375,0.01637496566772461,0.483783935546875,-0.9722992553710937,0.027744245529174805,,,
0.2,0.14627171325683594,-1.053025146484375,0.6813773803710937,0.15630270385742187,-1.0846307373046875,0.4781531982421875,0.13552183532714843,-1.1146707763671875,0.3155423278808594,0.16301948547363282,-1.1221689453125,0.06042323684692383,0.21295668029785156,-1.1685704345703125,0.012744667053222657,0.1629320526123047,-0.9678023681640625,0.023409984588623048,0.5130704956054688,-1.0149688720703125,0.6592962646484375,0.5036680603027344,-1.0533714599609376,0.4644228515625,0.5308041381835937,-1.101494873046875,0.3156133117675781,0.4643524169921875,-1.174165283203125,0.017628517150878906,0.5293078002929688,-0.9775083618164063,0.027163755416870116,0.12011130523681642,-1.0163275146484376,0.01397705078125,0.20693597412109374,-0.9670833129882813,0.02413210105895996,0.56885205078125,-1.0231199340820312,0.01635959053039551,0.48365078735351563,-0.9722741088867187,0.027875944137573244,,,
0.21,0.14629031372070314,-1.0530328369140625,0.6813493041992188,0.15651846313476564,-1.084592529296875,0.4780158996582031,0.1354982147216797,-1.1146739501953125,0.31555789184570315,0.1630225067138672,-1.1221390380859375,0.06047526931762696,0.2129067840576172,-1.1686148681640625,0.012708770751953126,0.1629675750732422,-0.9677623291015626,0.023369232177734376,0.513039794921875,-1.0149840698242187,0.6592682495117188,0.5035956115722656,-1.053268798828125,0.4644650573730469,0.5307918090820313,-1.1015336914062501,0.3156182556152344,0.4643445129394531,-1.1741649169921875,0.017628021240234375,0.5293190307617187,-0.9774635009765625,0.027129859924316407,0.12007715606689454,-1.0163776245117189,0.013991985321044922,0.20694044494628908,-0.9670584716796875,0.024105669021606446,0.5687756958007812,-1.0231513671875,0.01638954544067383,0.483656494140625,-0.9722582397460938,0.027869117736816405,,,
0.22,0.1461688232421875,-1.0530994873046875,0.6814740600585938,0.1563583984375,-1.084622802734375,0.47805807495117186,0.13550437927246095,-1.1146737060546876,0.3155614013671875,0.16302168273925782,-1.1221234130859374,0.06045663452148438,0.21299185180664063,-1.1685394287109376,0.012700888633728027,0.16298614501953126,-0.9677708129882813,0.02339679718017578,0.5129571533203126,-1.0150284423828124,0.659363525390625,0.5035302124023437,-1.0533758544921876,0.46437692260742186,0.5307084350585938,-1.1015963134765625,0.315607666015625,0.46427932739257816,-1.1741768798828125,0.017684743881225585,0.5293814086914063,-0.9774759521484375,0.02712941551208496,0.12010820770263672,-1.0163272094726563,0.013973712921142578,0.20700354003906252,-0.9670293579101563,0.024098407745361327,0.568752685546875,-1.0231341552734374,0.016376949310302733,0.483700439453125,-0.9722506713867187,0.02782937240600586,,,
