time,Trigger
0.0,0.00011444091796875
0.0005,0.0
0.001,0.0
0.0015,0.0006103515625
0.002,0.0006103515625
0.0025,0.00019073486328125
0.003,0.00019073486328125
0.0035,0.00011444091796875
0.004,0.00011444091796875
0.0045,0.00019073486328125
0.005,0.00019073486328125
0.0055,-3.814697265625e-05
0.006,-3.814697265625e-05
0.0065,0.0003814697265625
0.007,0.0003814697265625
0.0075,0.000152587890625
0.008,0.000152587890625
0.0085,0.00026702880859375
0.009,0.00026702880859375
0.0095,0.00030517578125
0.01,0.00030517578125
0.0105,0.00019073486328125
0.011,0.00019073486328125
0.0115,0.00064849853515625
0.012,0.00064849853515625
0.0125,0.0002288818359375
0.013,0.0002288818359375
0.0135,3.814697265625e-05
0.014,3.814697265625e-05
0.0145,0.0006866455078125
0.015,0.0006866455078125
0.0155,0.00019073486328125
0.016,0.00019073486328125
0.0165,0.00041961669921875
0.017,0.00041961669921875
0.0175,0.00019073486328125
0.018,0.00019073486328125
0.0185,0.0002288818359375
0.019,0.0002288818359375
0.0195,0.000457763671875
0.02,0.000457763671875
0.0205,0.00019073486328125
0.021,0.00019073486328125
0.0215,3.814697265625e-05
0.022,3.814697265625e-05
0.0225,0.00064849853515625
0.023,0.00064849853515625
0.0235,-3.814697265625e-05
0.024,-3.814697265625e-05
0.0245,0.00049591064453125
0.025,0.00049591064453125
0.0255,0.00026702880859375
0.026,0.00026702880859375
0.0265,0.0002288818359375
0.027,0.0002288818359375
0.0275,0.0
0.028,0.0
0.0285,0.00019073486328125
0.029,0.00019073486328125
0.0295,0.00057220458984375
0.03,0.00057220458984375
0.0305,0.00041961669921875
0.031,0.00041961669921875
0.0315,0.00034332275390625
0.032,0.00034332275390625
0.0325,0.000152587890625
0.033,0.000152587890625
0.0335,0.00049591064453125
0.034,0.00049591064453125
0.0345,0.0
0.035,0.0
0.0355,0.0
0.036,0.0
0.0365,0.000457763671875
0.037,0.000457763671875
0.0375,7.62939453125e-05
0.038,7.62939453125e-05
0.0385,3.814697265625e-05
0.039,3.814697265625e-05
0.0395,3.814697265625e-05
0.04,3.814697265625e-05
0.0405,0.00011444091796875
0.041,0.00011444091796875
0.0415,7.62939453125e-05
0.042,7.62939453125e-05
0.0425,0.0003814697265625
0.043,0.0003814697265625
0.0435,0.0003814697265625
0.044,0.0003814697265625
0.0445,0.00026702880859375
0.045,0.00026702880859375
0.0455,0.00019073486328125
0.046,0.00019073486328125
0.0465,0.00064849853515625
0.047,0.00064849853515625
0.0475,0.000152587890625
0.048,0.000152587890625
0.0485,0.00041961669921875
0.049,0.00041961669921875
0.0495,3.814697265625e-05
0.05,3.814697265625e-05
0.0505,0.00030517578125
0.051,0.00030517578125
0.0515,0.00011444091796875
0.052,0.00011444091796875
0.0525,3.814697265625e-05
0.053,3.814697265625e-05
0.0535,0.00041961669921875
0.054,0.00041961669921875
0.0545,0.000152587890625
0.055,0.000152587890625
0.0555,0.000152587890625
0.056,0.000152587890625
0.0565,7.62939453125e-05
0.057,7.62939453125e-05
0.0575,0.00030517578125
0.058,0.00030517578125
0.0585,0.00034332275390625
0.059,0.00034332275390625
0.0595,0.00041961669921875
0.06,0.00041961669921875
0.0605,0.00019073486328125
0.061,0.00019073486328125
0.0615,0.000152587890625
0.062,0.000152587890625
0.0625,3.814697265625e-05
0.063,3.814697265625e-05
0.0635,0.0
0.064,0.0
0.0645,0.00011444091796875
0.065,0.00011444091796875
0.0655,0.00011444091796875
0.066,0.00011444091796875
0.0665,0.00064849853515625
0.067,0.00064849853515625
0.0675,0.00011444091796875
0.068,0.00011444091796875
0.0685,3.814697265625e-05
0.069,3.814697265625e-05
0.0695,0.0
0.07,0.0
0.0705,0.000152587890625
0.071,0.000152587890625
0.0715,0.0002288818359375
0.072,0.0002288818359375
0.0725,0.00034332275390625
0.073,0.00034332275390625
0.0735,0.00041961669921875
0.074,0.00041961669921875
0.0745,0.0006866455078125
0.075,0.0006866455078125
0.0755,3.814697265625e-05
0.076,3.814697265625e-05
0.0765,0.00026702880859375
0.077,0.00026702880859375
0.0775,7.62939453125e-05
0.078,7.62939453125e-05
0.0785,0.00125885009765625
0.079,0.00125885009765625
0.0795,0.0003814697265625
0.08,0.0003814697265625
0.0805,0.0005340576171875
0.081,0.0005340576171875
0.0815,0.00030517578125
0.082,0.00030517578125
0.0825,-7.62939453125e-05
0.083,-7.62939453125e-05
0.0835,0.00011444091796875
0.084,0.00011444091796875
0.0845,0.00041961669921875
0.085,0.00041961669921875
0.0855,0.00019073486328125
0.086,0.00019073486328125
0.0865,0.00011444091796875
0.087,0.00011444091796875
0.0875,0.00019073486328125
0.088,0.00019073486328125
0.0885,0.0002288818359375
0.089,0.0002288818359375
0.0895,-0.00011444091796875
0.09,-0.00011444091796875
0.0905,0.00019073486328125
0.091,0.00019073486328125
0.0915,0.000152587890625
0.092,0.000152587890625
0.0925,0.00026702880859375
0.093,0.00026702880859375
0.0935,0.00034332275390625
0.094,0.00034332275390625
0.0945,3.814697265625e-05
0.095,3.814697265625e-05
0.0955,0.0002288818359375
0.096,0.0002288818359375
0.0965,7.62939453125e-05
0.097,7.62939453125e-05
0.0975,7.62939453125e-05
0.098,7.62939453125e-05
0.0985,0.00026702880859375
0.099,0.00026702880859375
0.0995,0.00011444091796875
0.1,0.00011444091796875
0.1005,0.00091552734375
0.101,0.00091552734375
0.1015,0.00064849853515625
0.102,0.00064849853515625
0.1025,0.0
0.103,0.0
0.1035,0.000152587890625
0.104,0.000152587890625
0.1045,0.00019073486328125
0.105,0.00019073486328125
0.1055,0.0
0.106,0.0
0.1065,0.0002288818359375
0.107,0.0002288818359375
0.1075,0.00011444091796875
0.108,0.00011444091796875
0.1085,7.62939453125e-05
0.109,7.62939453125e-05
0.1095,0.00118255615234375
0.11,0.00118255615234375
0.1105,0.00026702880859375
0.111,0.00026702880859375
0.1115,0.000457763671875
0.112,0.000457763671875
0.1125,0.00064849853515625
0.113,0.00064849853515625
0.1135,0.00041961669921875
0.114,0.00041961669921875
0.1145,0.000152587890625
0.115,0.000152587890625
0.1155,0.00026702880859375
0.116,0.00026702880859375
0.1165,-3.814697265625e-05
0.117,-3.814697265625e-05
0.1175,0.0002288818359375
0.118,0.0002288818359375
0.1185,0.0003814697265625
0.119,0.0003814697265625
0.1195,0.00019073486328125
0.12,0.00019073486328125
0.1205,0.00026702880859375
0.121,0.00026702880859375
0.1215,0.000152587890625
0.122,0.000152587890625
0.1225,7.62939453125e-05
0.123,7.62939453125e-05
0.1235,-3.814697265625e-05
0.124,-3.814697265625e-05
0.1245,0.0003814697265625
0.125,0.0003814697265625
0.1255,0.00041961669921875
0.126,0.00041961669921875
0.1265,0.00026702880859375
0.127,0.00026702880859375
0.1275,0.0
0.128,0.0
0.1285,3.814697265625e-05
0.129,3.814697265625e-05
0.1295,0.000152587890625
0.13,0.000152587890625
0.1305,7.62939453125e-05
0.131,7.62939453125e-05
0.1315,0.0
0.132,0.0
0.1325,0.00026702880859375
0.133,0.00026702880859375
0.1335,3.814697265625e-05
0.134,3.814697265625e-05
0.1345,3.814697265625e-05
0.135,3.814697265625e-05
0.1355,0.00011444091796875
0.136,0.00011444091796875
0.1365,3.814697265625e-05
0.137,3.814697265625e-05
0.1375,-0.0002288818359375
0.138,-0.0002288818359375
0.1385,0.00034332275390625
0.139,0.00034332275390625
0.1395,0.00034332275390625
0.14,0.00034332275390625
0.1405,0.00091552734375
0.141,0.00091552734375
0.1415,0.00026702880859375
0.142,0.00026702880859375
0.1425,-3.814697265625e-05
0.143,-3.814697265625e-05
0.1435,0.00041961669921875
0.144,0.00041961669921875
0.1445,0.0006103515625
0.145,0.0006103515625
0.1455,0.00011444091796875
0.146,0.00011444091796875
0.1465,0.0005340576171875
0.147,0.0005340576171875
0.1475,0.00019073486328125
0.148,0.00019073486328125
0.1485,0.00041961669921875
0.149,0.00041961669921875
0.1495,-3.814697265625e-05
0.15,-3.814697265625e-05
0.1505,3.814697265625e-05
0.151,3.814697265625e-05
0.1515,7.62939453125e-05
0.152,7.62939453125e-05
0.1525,7.62939453125e-05
0.153,7.62939453125e-05
0.1535,7.62939453125e-05
0.154,7.62939453125e-05
0.1545,0.0006866455078125
0.155,0.0006866455078125
0.1555,7.62939453125e-05
0.156,7.62939453125e-05
0.1565,0.00026702880859375
0.157,0.00026702880859375
0.1575,0.0006866455078125
0.158,0.0006866455078125
0.1585,7.62939453125e-05
0.159,7.62939453125e-05
0.1595,0.00019073486328125
0.16,0.00019073486328125
0.1605,0.00026702880859375
0.161,0.00026702880859375
0.1615,0.0003814697265625
0.162,0.0003814697265625
0.1625,0.0002288818359375
0.163,0.0002288818359375
0.1635,0.000152587890625
0.164,0.000152587890625
0.1645,0.000152587890625
0.165,0.000152587890625
0.1655,3.814697265625e-05
0.166,3.814697265625e-05
0.1665,0.0002288818359375
0.167,0.0002288818359375
0.1675,-0.00011444091796875
0.168,-0.00011444091796875
0.1685,0.00019073486328125
0.169,0.00019073486328125
0.1695,0.000152587890625
0.17,0.000152587890625
0.1705,7.62939453125e-05
0.171,7.62939453125e-05
0.1715,-3.814697265625e-05
0.172,-3.814697265625e-05
0.1725,0.00030517578125
0.173,0.00030517578125
0.1735,0.00041961669921875
0.174,0.00041961669921875
0.1745,0.00019073486328125
0.175,0.00019073486328125
0.1755,0.00030517578125
0.176,0.00030517578125
0.1765,0.000457763671875
0.177,0.000457763671875
